album|track|artist|year|id|reasonFail
Fun House|7|The Stooges|1970|186|too_few_lyrics
Rain Dogs|11|Tom Waits|1985|631|too_few_lyrics
Rain Dogs|18|Tom Waits|1985|631|too_few_lyrics
Screamadelica|5|Primal Scream|1991|812|too_few_lyrics
Hotel California|5|Eagles|1976|364|too_few_lyrics
The Soft Bulletin|7|The Flaming Lips|1999|1052|too_few_lyrics
The Soft Bulletin|13|The Flaming Lips|1999|1052|too_few_lyrics
Carrie & Lowell|12|Sufjan Stevens|2015|5542|too_few_lyrics
Trans Europa Express/Trans-Europe Express|5|Kraftwerk|1977|396|too_few_lyrics
Trans Europa Express/Trans-Europe Express|7|Kraftwerk|1977|396|too_few_lyrics
Low|1|David Bowie|1977|397|too_few_lyrics
Low|7|David Bowie|1977|397|too_few_lyrics
Low|9|David Bowie|1977|397|too_few_lyrics
Low|10|David Bowie|1977|397|too_few_lyrics
Fear of a Black Planet|16|Public Enemy|1990|783|too_few_lyrics
Fear of a Black Planet|19|Public Enemy|1990|783|too_few_lyrics
Tommy|5|The Who|1969|166|too_few_lyrics
Tommy|10|The Who|1969|166|too_few_lyrics
At Fillmore East|5|The Allman Brothers Band|1971|227|too_few_lyrics
At Fillmore East|6|The Allman Brothers Band|1971|227|too_few_lyrics
Physical Graffiti|8|Led Zeppelin|1975|339|too_few_lyrics
Bridge Over Troubled Water|0|Simon and Garfunkel|1970|188|not_found
The Piper at the Gates of Dawn|5|Pink Floyd|1967|97|too_few_lyrics
The Piper at the Gates of Dawn|7|Pink Floyd|1967|97|too_few_lyrics
Ten|16|Pearl Jam|1991|827|too_few_lyrics
Swordfishtrombones|3|Tom Waits|1983|571|too_few_lyrics
Swordfishtrombones|8|Tom Waits|1983|571|too_few_lyrics
Swordfishtrombones|15|Tom Waits|1983|571|too_few_lyrics
A Night at the Opera|12|Queen|1975|350|too_few_lyrics
Led Zeppelin|5|Led Zeppelin|1969|170|too_few_lyrics
Led Zeppelin|8|Led Zeppelin|1969|170|too_few_lyrics
Led Zeppelin|9|Led Zeppelin|1969|170|too_few_lyrics
Moon Safari|1|Air|1998|1021|too_few_lyrics
Moon Safari|5|Air|1998|1021|too_few_lyrics
Moon Safari|8|Air|1998|1021|too_few_lyrics
Moon Safari|10|Air|1998|1021|too_few_lyrics
Pretenders|5|Pretenders|1980|485|too_few_lyrics
Catch a Fire|0|Bob Marley and The Wailers|1973|248|not_found
Paranoid|7|Black Sabbath|1970|196|too_few_lyrics
Saturday Night Fever|6|The Original Soundtrack|1977|1189|too_few_lyrics
Saturday Night Fever|8|The Original Soundtrack|1977|1189|too_few_lyrics
Saturday Night Fever|9|The Original Soundtrack|1977|1189|too_few_lyrics
Saturday Night Fever|10|The Original Soundtrack|1977|1189|too_few_lyrics
Saturday Night Fever|15|The Original Soundtrack|1977|1189|too_few_lyrics
Saturday Night Fever|16|The Original Soundtrack|1977|1189|too_few_lyrics
Homework|4|Daft Punk|1997|1005|too_few_lyrics
Homework|5|Daft Punk|1997|1005|too_few_lyrics
Homework|6|Daft Punk|1997|1005|too_few_lyrics
Homework|8|Daft Punk|1997|1005|too_few_lyrics
Homework|10|Daft Punk|1997|1005|too_few_lyrics
Homework|11|Daft Punk|1997|1005|too_few_lyrics
Homework|13|Daft Punk|1997|1005|too_few_lyrics
Homework|14|Daft Punk|1997|1005|too_few_lyrics
Homework|15|Daft Punk|1997|1005|too_few_lyrics
Homework|16|Daft Punk|1997|1005|too_few_lyrics
The Wall|27|Pink Floyd|1979|466|too_few_lyrics
White Blood Cells|12|The White Stripes|2001|1193|too_few_lyrics
Superfly|4|Curtis Mayfield|1972|255|too_few_lyrics
Superfly|8|Curtis Mayfield|1972|255|too_few_lyrics
Master of Puppets|7|Metallica|1986|672|too_few_lyrics
Untrue|1|Burial|2007|4242|too_few_lyrics
Untrue|5|Burial|2007|4242|too_few_lyrics
Untrue|10|Burial|2007|4242|too_few_lyrics
Untrue|11|Burial|2007|4242|too_few_lyrics
Untrue|12|Burial|2007|4242|too_few_lyrics
Untrue|13|Burial|2007|4242|too_few_lyrics
Surrealistic Pillow|9|Jefferson Airplane|1967|99|too_few_lyrics
Crooked Rain, Crooked Rain|8|Pavement|1994|913|too_few_lyrics
Natty Dread|0|Bob Marley and The Wailers|1974|303|not_found
Stand!|7|Sly and the Family Stone|1969|157|too_few_lyrics
Exile in Guyville|22|Liz Phair|1993|877|too_few_lyrics
Pearl|5|Janis Joplin|1971|224|too_few_lyrics
Every Picture Tells a Story|6|Rod Stewart|1971|218|too_few_lyrics
Exodus|0|Bob Marley and The Wailers|1977|407|not_found
Abraxas|1|Santana|1970|205|too_few_lyrics
Abraxas|4|Santana|1970|205|too_few_lyrics
Abraxas|7|Santana|1970|205|too_few_lyrics
Abraxas|10|Santana|1970|205|too_few_lyrics
Discovery|2|Daft Punk|2001|1202|too_few_lyrics
Discovery|6|Daft Punk|2001|1202|too_few_lyrics
Discovery|8|Daft Punk|2001|1202|too_few_lyrics
Discovery|10|Daft Punk|2001|1202|too_few_lyrics
Discovery|11|Daft Punk|2001|1202|too_few_lyrics
Discovery|12|Daft Punk|2001|1202|too_few_lyrics
The College Dropout|23|Kanye West|2004|4036|too_few_lyrics
Metallica ["The Black Album"]|0|Metallica|1991|823|not_found
Zen Arcade|5|Hüsker Dü|1984|610|too_few_lyrics
Zen Arcade|16|Hüsker Dü|1984|610|too_few_lyrics
Zen Arcade|19|Hüsker Dü|1984|610|too_few_lyrics
Zen Arcade|23|Hüsker Dü|1984|610|too_few_lyrics
Lost in the Dream|7|The War on Drugs|2014|5389|too_few_lyrics
Agætis byrjun|1|Sigur Rós|1999|1075|too_few_lyrics
Agætis byrjun|8|Sigur Rós|1999|1075|too_few_lyrics
Agætis byrjun|10|Sigur Rós|1999|1075|too_few_lyrics
Dig Your Own Hole|2|The Chemical Brothers|1997|1000|too_few_lyrics
Dig Your Own Hole|4|The Chemical Brothers|1997|1000|too_few_lyrics
Dig Your Own Hole|11|The Chemical Brothers|1997|1000|too_few_lyrics
For Emma, Forever Ago|7|Bon Iver|2007|4334|too_few_lyrics
Ladies and Gentlemen We Are Floating in Space|8|Spiritualized|1997|993|too_few_lyrics
Ladies and Gentlemen We Are Floating in Space|10|Spiritualized|1997|993|too_few_lyrics
In the Aeroplane Over the Sea|5|Neutral Milk Hotel|1998|1049|too_few_lyrics
In the Aeroplane Over the Sea|10|Neutral Milk Hotel|1998|1049|too_few_lyrics
Metal Box/Second Edition|0|Public Image Ltd.|1979|458|not_found
xx|1|The xx|2009|4989|too_few_lyrics
Fleet Foxes|7|Fleet Foxes|2008|4338|too_few_lyrics
Van Halen|2|Van Halen|1978|436|too_few_lyrics
Yoshimi Battles the Pink Robots|4|The Flaming Lips|2002|1624|too_few_lyrics
Yoshimi Battles the Pink Robots|11|The Flaming Lips|2002|1624|too_few_lyrics
Die Mensch Maschine/The Man Machine|0|Kraftwerk|1978|428|not_found
Tago Mago|5|Can|1971|228|too_few_lyrics
Mellon Collie and the Infinite Sadness|1|The Smashing Pumpkins|1995|942|too_few_lyrics
"Heroes"|6|David Bowie|1977|399|too_few_lyrics
"Heroes"|7|David Bowie|1977|399|too_few_lyrics
"Heroes"|8|David Bowie|1977|399|too_few_lyrics
"Heroes"|9|David Bowie|1977|399|too_few_lyrics
Dare!|6|The Human League|1981|511|too_few_lyrics
Urban Hymns|14|The Verve|1997|992|too_few_lyrics
Bryter Layter|1|Nick Drake|1971|192|too_few_lyrics
Bryter Layter|6|Nick Drake|1971|192|too_few_lyrics
Bryter Layter|10|Nick Drake|1971|192|too_few_lyrics
Synchronicity|12|The Police|1983|573|too_few_lyrics
Bon Iver, Bon Iver|9|Bon Iver|2011|5131|too_few_lyrics
Mothership Connection|8|Parliament|1975|344|too_few_lyrics
Songs for the Deaf|1|Queens of the Stone Age|2002|1627|too_few_lyrics
Another Green World|2|Eno|1975|340|too_few_lyrics
Another Green World|4|Eno|1975|340|too_few_lyrics
Another Green World|5|Eno|1975|340|too_few_lyrics
Another Green World|7|Eno|1975|340|too_few_lyrics
Another Green World|8|Eno|1975|340|too_few_lyrics
Another Green World|9|Eno|1975|340|too_few_lyrics
Another Green World|11|Eno|1975|340|too_few_lyrics
Another Green World|12|Eno|1975|340|too_few_lyrics
Another Green World|14|Eno|1975|340|too_few_lyrics
Pink Flag|11|Wire|1977|402|too_few_lyrics
Currents|6|Tame Impala|2015|5545|too_few_lyrics
Speakerboxxx / The Love Below|37|OutKast|2003|3946|too_few_lyrics
Mr. Tambourine Man|18|The Byrds|1965|37|too_few_lyrics
Pink Moon|5|Nick Drake|1972|261|too_few_lyrics
The Shape of Jazz to Come|1|Ornette Coleman|1959|1858|too_few_lyrics
The Shape of Jazz to Come|2|Ornette Coleman|1959|1858|too_few_lyrics
The Shape of Jazz to Come|3|Ornette Coleman|1959|1858|too_few_lyrics
The Shape of Jazz to Come|4|Ornette Coleman|1959|1858|too_few_lyrics
The Shape of Jazz to Come|5|Ornette Coleman|1959|1858|too_few_lyrics
The Shape of Jazz to Come|6|Ornette Coleman|1959|1858|too_few_lyrics
Double Nickels on the Dime|4|Minutemen|1984|615|too_few_lyrics
Double Nickels on the Dime|24|Minutemen|1984|615|too_few_lyrics
Double Nickels on the Dime|36|Minutemen|1984|615|too_few_lyrics
